Id,Nivel,Grado,Campos,Componentes,Organizador1,Organizador2,ApEs,Apes_Detalle,Escala_Sugerida,Indicador1,Indicador2,Indicador3,Indicador4,Observaciones,Activo
1299,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Responsabilidad,Analiza y propone distintas formas de aportar a la realización de un trabajo común en su casa y en la escuela.,,"Frecuentemente, poco, nunca",Analiza distintas formas de aportar a la realización de un trabajo común en su casa.,Propone distintas formas de aportar a la realización de un trabajo común en su casa.,Analiza distintas formas de aportar a la realización de un trabajo común en la escuela.,Propone distintas formas de aportar a la realización de un trabajo común en la escuela.,NADA,1
1300,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Inclusión,Valora las ventajas de la pluralidad al trabajar en equipo.,,"si, no, muy frecuentemente",Valora las ventajas de la pluralidad al trabajar en equipo.,,,,NADA,1
1301,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Resolución de conflictos,Muestra una actitud flexible para modificar su punto de vista al tratar de resolver un conflicto.,,Lo logra / En ocasiones lo logra / No lo logra,Muestra una actitud flexible para modificar su punto de vista al tratar de resolver un conflicto.,,,,NADA,1
1302,Primaria,4,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Interdependencia,"Contribuye a crear un ambiente de respeto y colaboración, mostrando disposición para ayudar a los demás.",,Lo logra / En ocasiones lo logra / No lo logra,"Contribuye a crear un ambiente de respeto, mostrando disposición para ayudar a los demás.","Contribuye a crear un ambiente de colaboración, mostrando disposición para ayudar a los demás.",,,NADA,1
1303,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Atención,"Calma y enfoca la mente para estudiar, concentrarse y tomar decisiones conscientes.",,Lo logra / En ocasiones lo logra / No lo logra,Calma y enfoca la mente para estudiar.,Calma y enfoca la mente para concentrarse.,Calma y enfoca la mente para tomar decisiones.,,NADA,1
1304,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Conciencia de las propias emociones,"Analiza episodios emocionales que ha vivido recientemente, considerando elementos como causas, experiencia, acción y consecuencias.",,Lo logra / En ocasiones lo logra / No lo logra,"Analiza episodios emocionales que ha vivido recientemente, considerando las causas.","Analiza episodios emocionales que ha vivido recientemente, considerando la experiencia.","Analiza episodios emocionales que ha vivido recientemente, considerando las acciones","Analiza episodios emocionales que ha vivido recientemente, considerando las consecuencias.",NADA,1
1305,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Autoestima,"Examina y aprecia su historia personal, contexto cultural y social.",,Lo logra / En ocasiones lo logra / No lo logra,Examina y aprecia su historia personal.,Examina y aprecia su contexto cultural.,Examina y aprecia su historia social.,,NADA,1
1306,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Apreciación y gratitud,"Valora las libertades y oportunidades que posee para desarrollarse, estudiar y ser una agente de cambio positivo.",,"Frecuentemente, poco, nunca","Valora las libertades que posee para desarrollarse, estudiar y ser un agente de cambio positivo.","Valora las oportunidades que posee para desarrollarse, estudiar y ser un agente de cambio positivo.",,,NADA,1
1307,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Bienestar,"Pone en práctica estrategias para experimentar bienestar, a pesar de circunstancias adversas.",,Lo logra / En ocasiones lo logra / No lo logra,"Pone en práctica estrategias para experimentar bienestar, a pesar de las cirscuntancias adversas.",,,,NADA,1
1308,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Metacognición,"Planea el procedimiento para resolver un problema, anticipa retos y soluciones del mismo.",,"si, no, muy frecuentemente",Planea el procedimiento para resolver un problema y anticipa retos del mismo.,Planea el procedimiento para resolver un problema y anticipa soluciones del mismo.,,,NADA,1
1309,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Expresión de las emociones,Practica respuestas emocionales saludables que le ayudan a experimentar la emoción sin que se genere una situación de conflicto que afecte a los demás.,,"Frecuentemente, poco, nunca",Practica respuestas emocionales saludables que le ayudan a experimentar la emoción sin que genere una situación de conflicto que afecte a los demás.,,,,NADA,1
1310,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Regulación de las emociones,Valora la importancia de generar pensamientos asociados a emociones que le generan bienestar.,,"si, no, muy frecuentemente",Valora la importancia de generar pensamientos asociados a emociones que le generan bienestar.,,,,NADA,1
1311,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Autogeneración de emociones para el bienestar,Evalúa los distintos puntos de vista de una situación aflictiva para generar un estado de bienestar.,,Lo logra / En ocasiones lo logra / No lo logra,Evalúa los distintos puntos de vista de una situación aflictiva para generar un estado de bienestar (sentirse bien).,,,,NADA,1
1312,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autorregulación ,Perseverancia,Valora el esfuerzo y muestra satisfacción por superar retos.,,"si, no, muy frecuentemente",Valora el esfuerzo por superar retos.,Muestra satisfacción por superar retos.,,,NADA,1
1313,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Iniciativa personal,"Toma decisiones en función de lo que le beneficia a él y a los demás, y reconoce aquellas decisiones que lo perjudican.",,Lo logra / En ocasiones lo logra / No lo logra,"Toma decisiones en función de lo que le beneficia a él, y reconoce aquellas decisiones que lo perjudican.","Toma decisiones en función de lo que le beneficia a los demás, y reconoce aquellas decisiones que lo perjudican.",,,NADA,1
1314,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Identificación de necesidades y búsqueda de soluciones.,Valora cómo sus decisiones y acciones afectan a otros.,,"si, no, muy frecuentemente",Valora cómo sus decisiones afectan a otros.,Valora cómo sus acciones afectan a otros.,,,NADA,1
1315,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Liderazgo y apertura,Dialoga con sus compa~neros para tomar decisiones conjuntas y resolver problemas que les afectan.,,Lo logra / En ocasiones lo logra / No lo logra,Dialoga con sus compa~neros para tomar decisiones conjuntas.,Dialoga con sus compa~neros para tomar decisiones conjuntas y resolver problemas que les afectan.,,,NADA,1
1316,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Toma de decisiones y compromisos,Lleva a cabo acciones organizadas con otros que beneficien a su entorno inmediato.,,"Frecuentemente, poco, nunca",Lleva a cabo acciones organizadas con otros que beneficien a su entorno inmediato o cercano.,,,,NADA,1
1317,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autonomía,Autoeficacia,Valora su capacidad para mejorar su entorno inmediato a través de la implementación de acciones específicas.,,"si, no, muy frecuentemente",Valora su capacidad para mejorar su entorno inmediato a través de la implementación de acciones específicas.,,,,NADA,1
1318,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Bienestar y trato digno hacia otras personas.,"Analiza acciones que afectan o que favorecen el bienestar de ni~nos y ni~nas al recibir un trato digno, cuidado y amor.",,Lo logra / En ocasiones lo logra / No lo logra,"Analiza acciones que afectan el bienestar de ni~nos y ni~nas al recibir un trato digno, cuidado y amor.","Analiza acciones que favorecen el bienestar de ni~nos y ni~nas al recibir un trato digno, cuidado y amor.",,,NADA,1
1319,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Toma de perspectiva en situaciones de desacuerdo o conflicto,Compara las razones y sentimientos que subyacen a una situación de desacuerdo o conflicto.,,Lo logra / En ocasiones lo logra / No lo logra,Compara las razones que subyacen a una situación de desacuerdo.,Compara las razones que subyacen a una situación de conflicto.,Compara los sentimientos que subyacen a una situación de desacuerdo.,Compara los sentimientos que subyacen a una situación de conflicto.,NADA,1
1320,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Reconocimiento de prejuicios asociados a la diversidad,Evalúa las causas y consecuencias de los estereotipos y prejuicios comunes asociados a la diversidad humana y sociocultural.,,"si, no, muy frecuentemente",Evalúa las causas y consecuencias de los estereotipos comunes asociados a la diversidad humana.,Evalúa las causas y consecuencias de los estereotipos comunes asociados a la diversidad sociocultural.,Evalúa las causas y consecuencias de los prejuicios comunes asociados a la diversidad humana..,Evalúa las causas y  consecuencias de los prejuicios comunes asociados a la diversidad sociocultural.,NADA,1
1321,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Sensibilidad hacia personas y grupos que sufren exclusión o discriminación,"Analiza la situación de ni~nos, ni~nas, ancianos y personas con discapacidad, y reconoce la posibilidad de actuar en favor de ellos.",,Lo logra / En ocasiones lo logra / No lo logra,Analiza la situación de ni~nos y reconoce la posibilidad de actuar en favor de ellos.,Analiza la situación de ni~nas y reconoce la posibilidad de actuar en favor de ellos.,Analiza la situación de ancianos y reconoce la posibilidad de actuar en favor de ellos.,Analiza la situación de personas con discapacidad y reconoce la posibilidad de actuar en favor de ellos.,NADA,1
1322,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Empatía,Cuidado de otros seres vivos y de la Naturaleza,"Genera y pone en marcha acciones preventivas y de cuidado del medio ambiente, que incluyan a su familia y comunidad.",,Lo logra / En ocasiones lo logra / No lo logra,Genera acciones preventivas que incluyan a su familia y comunidad.,Pone en marcha acciones preventivas que incluyan a su familia y comunidad.,Genera acciones de cuidado del medio ambiente que incluyan a su familia y comunidad.,Pone en marcha acciones de cuidado del medio ambiente que incluyan a su familia y comunidad.,NADA,1
1323,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Comunicación asertiva,"Argumenta sus ideas y puntos de vista de una manera respetuosa y clara, y considera las ideas de los demás.",,"Frecuentemente, poco, nunca",Argumenta sus ideas de una manera respetuosa y considera las ideas de los demás.,Argumenta sus ideas de una manera clara y considera las ideas de los demás.,Argumenta sus puntos de vista de una manera respetuosa y considera las ideas de los demás.,Argumenta sus puntos de vista de una manera clara y considera las ideas de los demás.,NADA,1
1324,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Responsabilidad,"Acuerda con sus compa~neros un plan de trabajo, valorando las acciones para lograr las metas propuestas.",,"Frecuentemente, poco, nunca",Acuerda con sus compa~neros un plan de trabajo.,"Acuerda con sus compa~neros un plan de trabajo, valorando las acciones para lograr las metas propuestas.",,,NADA,1
1325,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Inclusión,Elige con sus compa~neros la mejor forma de realizar el trabajo y de incluir a todos los integrantes de un equipo.,,"si, no, muy frecuentemente",Elige con sus compa~neros la mejor forma de realizar el trabajo.,Elige con sus compa~neros la mejor forma de realizar el trabajo y de incluir a todos los integrantes de un equipo.,,,NADA,1
1326,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Resolución de conflictos,"Elige con sus compa~neros la mejor forma de resolver un conflicto en la que todos se sientan respetados, y pide ayuda de un adulto cuando es necesario.",,Lo logra / En ocasiones lo logra / No lo logra,Elige con sus compa~neros la mejor forma de resolver un conflicto en la que todos se sientan respetados.,"Elige con sus compa~neros la mejor forma de resolver un conflicto en la que todos se sientan respetados, y pide ayuda de un adulto cuando es necesario.",,,NADA,1
1327,Primaria,5,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Colaboración ,Interdependencia,Colabora de manera proactiva y responsable al proponer soluciones en las que se valore la diversidad.,,Lo logra / En ocasiones lo logra / No lo logra,Colabora de manera proactiva al proponer soluciones en las que se valore la diversidad.,Colabora de manera responsable al proponer soluciones en las que se valore la diversidad.,,,NADA,1
1328,Primaria,6,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Atención,"Demuestra una atención sostenida de hasta 10 minutos, y es consciente de los factores internos y externos que influyen en la toma de decisiones.",,Lo logra / En ocasiones lo logra / No lo logra,"Demuestran una atención sostenida de hasta 10 minutos, y es concsiente de los factores internos que influyen en la toma de decisiones.","Demuestran una atención sostenida de hasta 10 minutos, y es concsiente de los factores externos que influyen en la toma de decisiones.",,,NADA,1
1329,Primaria,6,EDUCACIÓN SOCIOEMOCIONAL,Educación Socioemocional,Autoconocimiento,Conciencia de las propias emociones,Evalúa la influencia que tiene en sí mismo y en los demás el tipo de interacciones que establece.,,"si, no, muy frecuentemente","Evalúa la influencia que tiene en sí mismo, el tipo de interacciones que establece.","Evalúa la influencia que tiene en los demás, el tipo de interacciones que establece.",,,NADA,1
